,VitaminC
4300,4.0
4301,0.0
4302,0.0
4303,3.2
4304,11.0
4305,0.0
4306,5.0
4307,28.0
4308,1.0
4309,
4310,27.9
4311,0.0
4312,0.0
4313,0.0
4314,0.0
4315,1.0
4316,1.0
4317,11.6
4318,0.0
4319,1.9
4320,0.0
4321,116.7
4322,
4323,0.0
4324,0.0
4325,0.0
4326,12.4
4327,0.0
4328,0.0
4329,0.0
4330,0.0
4331,29.6
4332,9.6
4333,0.7
4334,21.2
4335,
4336,4.8
4337,1.1
4338,0.2
4339,0.0
4340,
4341,0.0
4342,37.3
4343,
4344,24.7
4345,26.4
4346,0.0
4347,0.0
4348,0.0
4349,
4350,0.5
4351,0.0
4352,0.0
4353,8.2
4354,1.0
4355,1.0
4356,0.0
4357,
4358,0.0
4359,0.0
4360,3.3
4361,2.0
4362,0.6
4363,0.0
4364,0.0
4365,0.0
4366,0.0
4367,0.5
4368,0.0
4369,
4370,0.0
4371,0.0
4372,
4373,0.0
4374,
4375,0.0
4376,0.0
4377,0.6
4378,0.0
4379,0.0
4380,
4381,54.3
4382,0.0
4383,
4384,0.7
4385,0.0
4386,0.0
4387,0.0
4388,
4389,0.0
4390,1.0
4391,30.1
4392,0.0
4393,23.4
4394,0.0
4395,2.0
4396,4.1
4397,0.0
4398,0.0
4399,0.0
4400,0.0
4401,0.0
4402,27.2
4403,0.0
4404,1.3
4405,0.0
4406,21.0
4407,0.0
4408,1.1
4409,4.2
4410,14.7
4411,1.0
4412,0.0
4413,0.4
4414,2.8
4415,7.9
4416,
4417,10.0
4418,0.0
4419,0.0
4420,0.0
4421,12.9
4422,0.0
4423,15.0
4424,9.5
4425,1.9
4426,0.0
4427,12.3
4428,1.7
4429,10.8
4430,9.5
4431,0.1
4432,0.9
4433,7.8
4434,2.8
4435,2.7
4436,0.0
4437,1.0
4438,7.0
4439,0.0
4440,1.1
4441,0.1
4442,3.9
4443,0.1
4444,66.0
4445,0.0
4446,1.2
4447,58.3
4448,
4449,9.1
4450,4.6
4451,0.8
4452,
4453,0.0
4454,0.0
4455,2.3
4456,0.0
4457,0.0
4458,0.4
4459,46.0
4460,0.0
4461,75.0
4462,0.0
4463,72.0
4464,0.0
4465,6.4
4466,35.5
4467,0.0
4468,0.0
4469,0.0
4470,0.5
4471,0.0
4472,5.4
4473,0.0
4474,0.0
4475,
4476,25.0
4477,
4478,9.8
4479,2.7
4480,8.0
4481,14.2
4482,0.0
4483,7.7
4484,8.4
4485,1.4
4486,0.0
4487,
4488,0.0
4489,10.8
4490,0.0
4491,0.0
4492,2.4
4493,3.6
4494,0.0
4495,
4496,
4497,0.6
4498,0.0
4499,60.0
4500,0.7
4501,0.0
4502,0.0
4503,16.6
4504,3.8
4505,0.0
4506,0.0
4507,0.0
4508,0.5
4509,1.2
4510,1.4
4511,0.0
4512,
4513,0.0
4514,0.0
4515,1.2
4516,0.0
4517,0.0
4518,3.6
4519,0.2
4520,2.0
4521,2.6
4522,1.3
4523,
4524,0.0
4525,10.1
4526,0.0
4527,0.8
4528,15.6
4529,0.7
4530,0.0
4531,1.1
4532,0.2
4533,0.0
4534,0.0
4535,0.0
4536,0.3
4537,0.0
4538,0.0
4539,0.7
4540,0.0
4541,1.5
4542,0.0
4543,0.0
4544,12.0
4545,0.0
4546,2.8
4547,0.0
4548,0.0
4549,0.0
4550,15.4
4551,6.3
4552,13.3
4553,1.1
4554,1.4
4555,0.4
4556,1.1
4557,24.0
4558,30.0
4559,0.0
4560,14.2
4561,
4562,0.1
4563,0.0
4564,
4565,
4566,4.0
4567,23.0
4568,0.0
4569,0.9
4570,0.0
4571,0.0
4572,0.2
4573,
4574,0.2
4575,0.0
4576,17.9
4577,
4578,0.0
4579,5.0
4580,0.0
4581,0.0
4582,0.0
4583,0.9
4584,0.0
4585,56.4
4586,39.2
4587,
4588,0.0
4589,0.0
4590,0.0
4591,2.6
4592,0.0
4593,0.0
4594,0.0
4595,0.0
4596,7.9
4597,0.5
4598,36.4
4599,21.0
4600,1.3
4601,0.0
4602,0.0
4603,62.4
4604,2.1
4605,0.2
4606,
4607,
4608,13.9
4609,0.0
4610,0.8
4611,4.8
4612,
4613,1.0
4614,3.5
4615,1.2
4616,1.0
4617,2.7
4618,0.0
4619,0.0
4620,1.1
4621,0.0
4622,0.0
4623,0.0
4624,18.8
4625,0.0
4626,0.0
4627,0.0
4628,1.5
4629,
4630,0.0
4631,0.3
4632,0.0
4633,0.7
4634,0.0
4635,0.0
4636,77.2
4637,0.4
4638,
4639,8.1
4640,21.0
4641,3.2
4642,2.0
4643,0.0
4644,
4645,0.0
4646,0.0
4647,
4648,22.8
4649,0.0
4650,0.1
4651,0.3
4652,
4653,0.7
4654,
4655,0.2
4656,2.9
4657,12.0
4658,0.0
4659,0.8
4660,0.0
4661,0.0
4662,7.1
4663,0.0
4664,12.7
4665,0.0
4666,0.7
4667,0.0
4668,8.7
4669,11.2
4670,2400.0
4671,33.8
4672,0.0
4673,0.6
4674,
4675,0.0
4676,4.0
4677,0.0
4678,11.0
4679,14.7
4680,0.0
4681,0.0
4682,0.0
4683,3.4
4684,0.0
4685,43.9
4686,15.7
4687,12.6
4688,62.0
4689,2.2
4690,0.0
4691,0.0
4692,0.0
4693,0.0
4694,120.0
4695,18.4
4696,24.7
4697,57.0
4698,0.0
4699,0.0
4700,0.0
4701,1.0
4702,2.3
4703,10.3
4704,5.9
4705,3.6
4706,0.5
4707,0.3
4708,0.0
4709,0.0
4710,0.0
4711,0.0
4712,2.4
4713,0.6
4714,0.0
4715,0.0
4716,0.0
4717,
4718,
4719,0.0
4720,0.1
4721,0.0
4722,12.7
4723,5.2
4724,0.0
4725,0.0
4726,2.1
4727,0.8
4728,0.0
4729,0.0
4730,0.0
4731,54.5
4732,0.0
4733,0.0
4734,0.0
4735,0.0
4736,0.0
4737,0.0
4738,
4739,9.4
4740,27.0
4741,0.0
4742,0.2
4743,
4744,5.2
4745,0.0
4746,1.0
4747,0.0
4748,5.9
4749,
4750,0.0
4751,0.0
4752,5.8
4753,0.0
4754,9.7
4755,0.0
4756,0.0
4757,1.4
4758,0.0
4759,93.2
4760,0.0
4761,1.5
4762,1.0
4763,1.6
4764,
4765,0.0
4766,0.0
4767,37.0
4768,0.0
4769,0.0
4770,0.0
4771,0.0
4772,0.0
4773,
4774,0.0
4775,25.8
4776,0.0
4777,0.0
4778,0.0
4779,0.0
4780,0.0
4781,23.4
4782,0.0
4783,0.4
4784,2.7
4785,11.5
4786,0.0
4787,
4788,0.0
4789,0.0
4790,0.0
4791,
4792,0.0
4793,0.0
4794,0.5
4795,0.5
4796,0.0
4797,0.0
4798,0.0
4799,
4800,0.7
4801,0.9
4802,0.0
4803,0.0
4804,1.1
4805,23.0
4806,9.6
4807,1.1
4808,0.0
4809,0.0
4810,1.0
4811,
4812,0.0
4813,4.8
4814,0.0
4815,0.0
4816,0.0
4817,0.0
4818,4.5
4819,0.0
4820,0.7
4821,3.8
4822,1.0
4823,
4824,
4825,0.2
4826,0.0
4827,0.0
4828,0.0
4829,
4830,
4831,0.0
4832,65.0
4833,0.3
4834,0.0
4835,0.0
4836,8.2
4837,0.0
4838,0.7
4839,3.9
4840,0.0
4841,
4842,0.6
4843,12.1
4844,
4845,0.0
4846,0.7
4847,0.4
4848,0.0
4849,0.0
4850,
4851,11.5
4852,81.6
4853,0.0
4854,1.3
4855,161.3
4856,0.0
4857,39.1
4858,0.0
4859,5.0
4860,0.0
4861,14.0
4862,0.3
4863,
4864,43.0
4865,0.9
4866,7.5
4867,0.0
4868,10.0
4869,11.6
4870,20.6
4871,0.0
4872,0.0
4873,
4874,0.0
4875,0.0
4876,0.0
4877,0.0
4878,
4879,0.0
4880,0.4
4881,
4882,0.9
4883,19.3
4884,1.9
4885,2.1
4886,0.0
4887,0.0
4888,16.5
4889,0.0
4890,0.0
4891,0.0
4892,0.0
4893,
4894,13.8
4895,0.7
4896,5.5
4897,0.0
4898,0.0
4899,0.0
4900,0.0
4901,5.0
4902,0.0
4903,
4904,0.0
4905,19.3
4906,1.7
4907,7.2
4908,0.0
4909,1.2
4910,
4911,0.0
4912,0.0
4913,0.0
4914,0.0
4915,0.1
4916,0.0
4917,0.2
4918,11.3
4919,0.0
4920,2.7
4921,0.0
4922,2.0
4923,0.0
4924,0.7
4925,
4926,0.0
4927,0.0
4928,
4929,37.0
4930,55.6
4931,0.0
4932,0.2
4933,0.0
4934,0.2
4935,0.0
4936,0.0
4937,23.0
4938,17.9
4939,0.0
4940,30.3
4941,22.2
4942,2.3
4943,0.2
4944,22.2
4945,0.0
4946,
4947,0.8
4948,0.0
4949,0.0
4950,0.9
4951,19.4
4952,0.0
4953,
4954,
4955,0.0
4956,0.0
4957,0.0
4958,144.3
4959,0.4
4960,0.4
4961,5.7
4962,
4963,39.2
4964,0.0
4965,0.0
4966,0.0
4967,0.5
4968,0.2
4969,1.2
4970,0.2
4971,0.0
4972,0.0
4973,0.0
4974,25.3
4975,
4976,0.0
4977,0.1
4978,0.0
4979,0.0
4980,0.0
4981,23.0
4982,
4983,20.0
4984,33.7
4985,5.8
4986,0.5
4987,0.0
4988,0.0
4989,0.4
4990,
4991,0.0
4992,27.9
4993,0.9
4994,0.0
4995,0.0
4996,18.1
4997,12.0
4998,
4999,0.0
5000,11.6
5001,19.4
5002,0.0
5003,0.0
5004,2.0
5005,2.5
5006,0.0
5007,0.0
5008,6.7
5009,0.0
5010,19.7
5011,1.1
5012,0.0
5013,6.8
5014,21.0
5015,1.8
5016,0.0
5017,0.0
5018,0.0
5019,0.0
5020,20.0
5021,0.0
5022,0.0
5023,0.0
5024,1.1
5025,
5026,0.0
5027,0.0
5028,0.0
5029,0.0
5030,0.0
5031,
5032,54.5
5033,25.0
5034,60.0
5035,3.9
5036,0.1
5037,45.0
5038,6.3
5039,17.1
5040,0.0
5041,0.0
5042,25.7
5043,0.0
5044,0.0
5045,0.0
5046,0.0
5047,
5048,34.2
5049,0.0
5050,0.0
5051,0.0
5052,0.0
5053,0.0
5054,0.0
5055,0.0
5056,41.0
5057,7.0
5058,0.0
5059,0.8
5060,0.0
5061,1.7
5062,0.7
5063,0.0
5064,22.8
5065,0.0
5066,
5067,7.9
5068,3.8
5069,0.0
5070,1.0
5071,4.6
5072,0.0
5073,2.8
5074,0.0
5075,8.6
5076,1.2
5077,0.0
5078,1.8
5079,0.5
5080,0.8
5081,0.0
5082,27.0
5083,0.0
5084,18.2
5085,0.0
5086,0.0
5087,2.1
5088,0.5
5089,0.0
5090,0.0
5091,0.0
5092,0.0
5093,22.0
5094,4.5
5095,0.0
5096,0.7
5097,64.9
5098,0.0
5099,0.0
5100,21.2
5101,0.0
5102,0.0
5103,0.0
5104,0.0
5105,0.0
5106,0.0
5107,7.0
5108,0.0
5109,0.0
5110,28.3
5111,0.4
5112,2.3
5113,2.5
5114,0.0
5115,0.0
5116,
5117,0.8
5118,0.0
5119,1.0
5120,1.8
5121,0.0
5122,0.2
5123,0.0
5124,0.7
5125,1.5
5126,0.0
5127,27.4
5128,
5129,0.0
5130,5.7
5131,0.1
5132,3.4
5133,1.1
5134,0.6
5135,
5136,0.0
5137,0.4
5138,0.0
5139,
5140,
5141,2.6
5142,0.0
5143,0.0
5144,0.0
5145,0.5
5146,0.0
5147,6.5
5148,0.0
5149,1.0
5150,0.0
5151,0.0
5152,0.3
5153,0.4
5154,1600.0
5155,0.0
5156,0.0
5157,0.0
5158,3.0
5159,0.8
5160,0.0
5161,
5162,0.0
5163,0.0
5164,0.0
5165,0.0
5166,0.0
5167,7.3
5168,0.0
5169,0.0
5170,0.0
5171,0.0
5172,0.5
5173,0.0
5174,
5175,0.2
5176,0.0
5177,0.2
5178,9.7
5179,0.7
5180,0.0
5181,0.0
5182,4.0
5183,
5184,
5185,0.0
5186,
5187,0.0
5188,0.0
5189,45.7
5190,0.0
5191,30.0
5192,0.0
5193,
5194,0.0
5195,68.0
5196,0.0
5197,0.5
5198,2.7
5199,2.2
5200,1.7
5201,9.6
5202,10.1
5203,1.3
5204,0.0
5205,36.0
5206,31.6
5207,1.7
5208,0.1
5209,
5210,3.0
5211,3.6
5212,39.3
5213,0.8
5214,
5215,46.9
5216,0.0
5217,0.0
5218,0.0
5219,0.0
5220,0.0
5221,0.0
5222,0.0
5223,0.0
5224,0.0
5225,0.9
5226,
5227,0.0
5228,0.0
5229,21.4
5230,0.0
5231,12.6
5232,0.0
5233,
5234,0.0
5235,0.0
5236,30.2
5237,0.0
5238,12.9
5239,20.0
5240,63.6
5241,0.0
5242,20.0
5243,0.0
5244,0.0
5245,74.8
5246,0.0
5247,0.0
5248,9.9
5249,0.2
5250,1.5
5251,2.3
5252,0.0
5253,0.0
5254,0.0
5255,52.8
5256,6.5
5257,0.0
5258,0.0
5259,0.0
5260,0.0
5261,2.0
5262,22.7
5263,0.0
5264,0.0
5265,0.0
5266,
5267,0.0
5268,3.6
5269,28.2
5270,0.0
5271,
5272,0.2
5273,0.0
5274,0.0
5275,0.0
5276,0.0
5277,7.0
5278,62.0
5279,0.1
5280,31.1
5281,26.9
5282,0.0
5283,3.5
5284,0.0
5285,2.7
5286,0.7
5287,0.0
5288,0.0
5289,0.0
5290,
5291,
5292,1.3
5293,0.3
5294,
5295,0.0
5296,1.8
5297,5.7
5298,0.3
5299,0.0
5300,15.3
5301,0.0
5302,25.3
5303,3.0
5304,0.4
5305,0.0
5306,0.0
5307,0.0
5308,7.6
5309,3.1
5310,0.0
5311,13.9
5312,0.8
5313,0.0
5314,0.2
5315,0.2
5316,0.0
5317,0.0
5318,0.0
5319,0.0
5320,1.1
5321,11.0
5322,0.1
5323,0.0
5324,0.0
5325,
5326,
5327,11.6
5328,
5329,0.0
5330,1.1
5331,7.3
5332,9.6
5333,0.0
5334,0.0
5335,2.2
5336,0.2
5337,0.0
5338,
5339,0.8
5340,3.3
5341,
5342,0.4
5343,0.0
5344,19.7
5345,0.0
5346,1.0
5347,4.0
5348,1.0
5349,0.9
5350,0.7
5351,0.0
5352,15.1
5353,0.0
5354,10.5
5355,5.8
5356,1.6
5357,
5358,23.1
5359,11.2
5360,11.4
5361,0.0
5362,0.0
5363,0.0
5364,0.5
5365,10.8
5366,11.3
5367,0.3
5368,0.0
5369,
5370,
5371,18.0
5372,0.0
5373,0.0
5374,1.1
5375,0.0
5376,0.0
5377,
5378,38.0
5379,0.0
5380,61.2
5381,2.4
5382,0.0
5383,0.0
5384,7.0
5385,0.0
5386,16.0
5387,4.6
5388,0.0
5389,1.8
5390,
5391,23.8
5392,0.0
5393,9.1
5394,19.2
5395,0.0
5396,14.1
5397,0.0
5398,0.0
5399,0.0
5400,0.0
5401,60.0
5402,1.5
5403,61.3
5404,3.0
5405,0.0
5406,6.6
5407,0.0
5408,17.6
5409,5.2
5410,10.4
5411,
5412,1.0
5413,0.0
5414,0.0
5415,0.0
5416,24.7
5417,0.0
5418,0.0
5419,0.0
5420,0.0
5421,9.3
5422,0.0
5423,13.0
5424,0.0
5425,0.0
5426,0.8
5427,0.0
5428,4.0
5429,
5430,0.8
5431,0.0
5432,0.0
5433,0.2
5434,0.0
5435,0.0
5436,0.0
5437,9.1
5438,0.0
5439,4.9
5440,0.3
5441,15.2
5442,7.8
5443,62.8
5444,
5445,0.0
5446,
5447,
5448,9.8
5449,0.0
5450,0.0
5451,
5452,0.0
5453,27.4
5454,0.0
5455,20.0
5456,0.0
5457,0.0
5458,0.0
5459,0.0
5460,0.7
5461,61.0
5462,56.4
5463,5.2
5464,0.2
5465,0.0
5466,0.0
5467,65.0
5468,3.7
5469,76.9
5470,7.3
5471,52.0
5472,0.0
5473,
5474,34.0
5475,37.5
5476,42.0
5477,8.3
5478,0.0
5479,1.1
5480,0.0
5481,3.0
5482,7.4
5483,45.8
5484,9.3
5485,0.0
5486,0.0
5487,2.0
5488,0.0
5489,4.6
5490,0.0
5491,0.0
5492,0.0
5493,24.7
5494,0.0
5495,162.8
5496,0.0
5497,0.5
5498,0.0
5499,0.0
5500,5.1
5501,118.0
5502,21.9
5503,1.0
5504,15.3
5505,50.7
5506,0.7
5507,26.3
5508,3.9
5509,0.0
5510,0.5
5511,1.5
5512,1.5
5513,2.4
5514,8.0
5515,0.2
5516,16.5
5517,0.0
5518,0.0
5519,37.0
5520,0.0
5521,0.0
5522,0.0
5523,0.0
5524,0.0
5525,2.5
5526,0.1
5527,1.3
5528,0.0
5529,0.0
5530,0.0
5531,31.0
5532,5.4
5533,
5534,0.0
5535,0.0
5536,0.0
5537,21.9
5538,0.0
5539,
5540,0.1
5541,
5542,
5543,0.0
5544,0.0
5545,0.0
5546,12.2
5547,2.0
5548,3.6
5549,0.0
5550,1.3
5551,0.0
5552,0.0
5553,0.0
5554,0.4
5555,0.1
5556,
5557,7.5
5558,5.5
5559,0.0
5560,0.1
5561,80.4
5562,0.0
5563,0.0
5564,27.2
5565,1.0
5566,19.2
5567,0.0
5568,2.7
5569,31.4
5570,10.9
5571,
5572,
5573,0.0
5574,0.0
5575,0.0
5576,0.2
5577,0.0
5578,0.0
5579,0.0
5580,0.0
5581,1.3
5582,0.0
5583,20.7
5584,3.1
5585,0.0
5586,0.3
5587,3.0
5588,0.0
5589,0.0
5590,0.0
5591,0.0
5592,4.2
5593,0.0
5594,1.0
5595,0.0
5596,0.0
5597,14.0
5598,0.0
5599,0.0
5600,0.0
5601,0.0
5602,0.0
5603,3.8
5604,41.9
5605,0.0
5606,1.0
5607,0.0
5608,7.4
5609,5.3
5610,0.6
5611,0.0
5612,0.0
5613,46.3
5614,0.0
5615,3.2
5616,0.0
5617,0.0
5618,0.0
5619,2.0
5620,0.0
5621,0.0
5622,0.0
5623,0.0
5624,
5625,0.0
5626,1.4
5627,0.0
5628,0.0
5629,0.0
5630,0.0
5631,
5632,0.3
5633,6.5
5634,3.5
5635,
5636,0.3
5637,
5638,0.0
5639,0.0
5640,41.2
5641,1.7
5642,0.3
5643,0.0
5644,
5645,
5646,0.0
5647,0.1
5648,0.0
5649,0.0
5650,0.5
5651,12.8
5652,6.0
5653,0.9
5654,
5655,3.2
5656,0.0
5657,7.7
5658,0.0
5659,8.0
5660,12.0
5661,0.9
5662,2.1
5663,0.0
5664,0.0
5665,13.0
5666,1.0
5667,0.0
5668,10.0
5669,0.0
5670,
5671,0.2
5672,2.2
5673,0.0
5674,0.0
5675,0.0
5676,0.0
5677,31.1
5678,1.0
5679,3.1
5680,0.0
5681,0.0
5682,18.9
5683,20.7
5684,0.3
5685,0.0
5686,2.0
5687,0.3
5688,1.1
5689,4.0
5690,0.8
5691,
5692,0.0
5693,0.0
5694,0.0
5695,0.0
5696,5.0
5697,0.0
5698,0.0
5699,2.7
5700,0.0
5701,0.0
5702,
5703,0.0
5704,0.0
5705,0.0
5706,0.0
5707,0.0
5708,0.6
5709,0.0
5710,14.6
5711,0.0
5712,0.1
5713,0.6
5714,0.0
5715,40.0
5716,0.0
5717,1.5
5718,0.0
5719,0.0
5720,30.0
5721,0.0
5722,9.1
5723,0.0
5724,0.0
5725,0.0
5726,0.0
5727,1.7
5728,43.8
5729,0.0
5730,28.5
5731,0.0
5732,4.1
5733,0.0
5734,0.0
5735,89.2
5736,3.0
5737,0.0
5738,0.5
5739,4.6
5740,1.4
5741,5.2
5742,0.0
5743,0.5
5744,0.0
5745,0.0
5746,0.0
5747,5.3
5748,0.0
5749,29.6
5750,0.0
5751,5.2
5752,0.0
5753,9.5
5754,
5755,0.0
5756,0.0
5757,5.5
5758,0.0
5759,0.0
5760,
5761,0.0
5762,0.1
5763,0.0
5764,16.6
5765,0.6
5766,0.9
5767,0.6
5768,0.0
5769,0.0
5770,
5771,2.9
5772,0.0
5773,0.2
5774,
5775,25.7
5776,8.7
5777,0.0
5778,0.0
5779,0.3
5780,0.0
5781,0.0
5782,0.0
5783,0.1
5784,0.3
5785,0.0
5786,0.9
5787,2.0
5788,1.5
5789,0.0
5790,0.0
5791,0.7
5792,0.0
5793,12.9
5794,1.0
5795,22.6
5796,0.0
5797,10.9
5798,0.0
5799,0.1
5800,0.0
5801,7.7
5802,0.0
5803,0.0
5804,
5805,0.0
5806,4.0
5807,51.0
5808,0.2
5809,0.0
5810,0.0
5811,0.0
5812,0.0
5813,0.0
5814,0.0
5815,1.8
5816,0.0
5817,32.3
5818,3.5
5819,0.0
5820,2.9
5821,0.0
5822,39.0
5823,0.4
5824,
5825,0.0
5826,62.0
5827,1.0
5828,1.5
5829,6.0
5830,4.3
5831,0.0
5832,0.6
5833,0.0
5834,0.9
5835,0.5
5836,0.1
5837,
5838,0.0
5839,0.0
5840,27.3
5841,0.5
5842,25.0
5843,85.0
5844,
5845,0.0
5846,0.0
5847,45.0
5848,6.4
5849,0.0
5850,0.0
5851,36.2
5852,
5853,0.0
5854,0.0
5855,0.7
5856,0.0
5857,20.0
5858,
5859,12.3
5860,0.0
5861,62.0
5862,1.7
5863,
5864,0.0
5865,12.0
5866,0.0
5867,0.9
5868,0.0
5869,
5870,1.7
5871,0.0
5872,4.9
5873,
5874,0.0
5875,4.0
5876,0.2
5877,0.0
5878,66.0
5879,0.0
5880,0.0
5881,0.1
5882,
5883,0.1
5884,12.1
5885,76.4
5886,0.0
5887,4.0
5888,24.4
5889,0.0
5890,0.0
5891,
5892,12.8
5893,0.0
5894,1.1
5895,0.0
5896,0.0
5897,
5898,0.0
5899,0.0
5900,0.0
5901,0.0
5902,0.0
5903,0.0
5904,0.0
5905,9.5
5906,0.0
5907,0.3
5908,0.0
5909,
5910,0.0
5911,20.0
5912,75.0
5913,
5914,2.6
5915,33.0
5916,0.0
5917,11.6
5918,0.0
5919,5.6
5920,0.8
5921,1.7
5922,1.9
5923,0.6
5924,0.2
5925,18.0
5926,0.0
5927,22.1
5928,0.0
5929,
5930,0.0
5931,0.0
5932,3.1
5933,3.1
5934,0.8
5935,0.0
5936,1.7
5937,0.1
5938,
5939,1.0
5940,
5941,
5942,0.0
5943,0.0
5944,0.0
5945,0.0
5946,0.0
5947,
5948,0.0
5949,1.0
5950,1.6
5951,4.0
5952,0.0
5953,0.0
5954,0.5
5955,
5956,97.0
5957,
5958,3.6
5959,8.2
5960,0.5
5961,0.0
5962,0.0
5963,0.0
5964,
5965,5.1
5966,37.8
5967,0.2
5968,0.0
5969,18.5
5970,0.0
5971,0.0
5972,0.0
5973,0.0
5974,9.7
5975,1.6
5976,0.0
5977,0.0
5978,0.0
5979,3.6
5980,0.0
5981,0.8
5982,16.3
5983,20.0
5984,0.0
5985,1.6
5986,0.0
5987,3.8
5988,0.7
5989,
5990,0.0
5991,
5992,0.0
5993,11.5
5994,0.0
5995,0.0
5996,0.0
5997,0.0
5998,0.0
5999,8.0
6000,0.0
6001,0.0
6002,0.0
6003,0.9
6004,0.0
6005,
6006,0.8
6007,10.5
6008,
6009,0.0
6010,2.9
6011,0.0
6012,
6013,2.8
6014,0.0
6015,0.0
6016,0.0
6017,18.0
6018,0.0
6019,0.0
6020,0.0
6021,0.0
6022,64.9
6023,0.0
6024,0.0
6025,0.0
6026,21.0
6027,4.9
6028,0.0
6029,7.7
6030,42.4
6031,0.9
6032,0.0
6033,0.0
6034,
6035,0.0
6036,5.0
6037,0.0
6038,
6039,
6040,0.0
6041,0.0
6042,1.3
6043,7.9
6044,0.0
6045,0.0
6046,1.4
6047,1.9
6048,0.0
6049,0.6
6050,0.0
6051,0.0
6052,0.5
6053,0.0
6054,0.0
6055,0.0
6056,35.6
6057,
6058,44.9
6059,
6060,0.2
6061,2.7
6062,1.2
6063,0.3
6064,0.0
6065,0.0
6066,
6067,0.0
6068,0.0
6069,0.0
6070,48.0
6071,0.0
6072,0.0
6073,0.0
6074,2.6
6075,0.0
6076,2.0
6077,0.0
6078,57.1
6079,0.0
6080,41.2
6081,0.0
6082,0.0
6083,13.0
6084,2.3
6085,0.0
6086,0.0
6087,9.9
6088,1.1
6089,58.1
6090,
6091,0.0
6092,5.9
6093,0.0
6094,4.7
6095,0.6
6096,27.1
6097,0.0
6098,
6099,0.0
6100,0.4
6101,0.4
6102,1.6
6103,0.0
6104,0.0
6105,0.0
6106,11.0
6107,0.0
6108,2.4
6109,0.0
6110,4.6
6111,0.0
6112,0.0
6113,2.2
6114,0.0
6115,
6116,0.0
6117,0.0
6118,0.0
6119,0.0
6120,0.0
6121,39.0
6122,0.0
6123,
6124,8.8
6125,0.0
6126,0.0
6127,0.0
6128,0.0
6129,0.0
6130,0.0
6131,0.7
6132,0.0
6133,0.3
6134,0.0
6135,0.0
6136,0.0
6137,0.0
6138,0.6
6139,0.9
6140,0.0
6141,
6142,0.6
6143,17.9
6144,0.0
6145,0.0
6146,0.0
6147,0.1
6148,0.0
6149,3.8
6150,1.2
6151,6.1
6152,0.0
6153,0.0
6154,171.0
6155,0.0
6156,0.4
6157,4.0
6158,0.0
6159,0.0
6160,
6161,0.0
6162,0.0
6163,0.0
6164,31.2
6165,0.7
6166,0.0
6167,0.0
6168,0.0
6169,0.0
6170,0.0
6171,17.3
6172,0.5
6173,0.0
6174,0.5
6175,20.2
6176,0.0
6177,0.0
6178,6.4
6179,0.0
6180,29.6
6181,1.7
6182,0.0
6183,0.0
6184,230.8
6185,0.0
6186,0.0
6187,0.0
6188,0.0
6189,
6190,
6191,0.1
6192,0.0
6193,0.0
6194,0.0
6195,54.1
6196,1.2
6197,0.0
6198,0.0
6199,0.0
6200,0.0
6201,10.1
6202,0.0
6203,0.4
6204,0.9
6205,0.0
6206,17.3
6207,3.3
6208,0.1
6209,24.7
6210,0.0
6211,0.0
6212,0.4
6213,0.0
6214,1.8
6215,0.0
6216,0.0
6217,0.0
6218,10.5
6219,0.0
6220,0.0
6221,22.0
6222,0.0
6223,
6224,5.0
6225,0.0
6226,3.4
6227,0.0
6228,1.2
6229,15.3
6230,0.0
6231,0.2
6232,0.4
6233,0.0
6234,0.0
6235,18.2
6236,0.0
6237,0.0
6238,23.4
6239,0.0
6240,
6241,0.0
6242,0.0
6243,3.0
6244,0.0
6245,
6246,0.3
6247,25.1
6248,0.0
6249,
6250,2.9
6251,0.1
6252,0.0
6253,0.1
6254,0.0
6255,0.4
6256,40.0
6257,0.0
6258,0.0
6259,40.0
6260,0.2
6261,9.4
6262,0.0
6263,0.0
6264,0.7
6265,0.0
6266,
6267,0.5
6268,0.0
6269,42.0
6270,0.0
6271,0.0
6272,0.0
6273,0.0
6274,0.0
6275,
6276,0.0
6277,
6278,0.0
6279,15.0
6280,6.3
6281,
6282,17.0
6283,3.5
6284,1.2
6285,0.0
6286,
6287,7.9
6288,0.0
6289,1.6
6290,0.0
6291,0.0
6292,0.0
6293,0.0
6294,0.0
6295,0.0
6296,6.3
6297,0.9
6298,0.3
6299,4.0
6300,0.0
6301,0.0
6302,0.0
6303,0.0
6304,0.0
6305,0.3
6306,0.0
6307,7.9
6308,0.5
6309,0.0
6310,20.0
6311,0.0
6312,2.6
6313,55.6
6314,0.0
6315,0.0
6316,12.9
6317,7.2
6318,30.0
6319,0.0
6320,0.0
6321,0.0
6322,5.9
6323,0.0
6324,9.6
6325,0.5
6326,0.0
6327,9.6
6328,0.0
6329,1.2
6330,0.0
6331,29.6
6332,0.0
6333,13.6
6334,0.0
6335,
6336,0.4
6337,3.9
6338,0.0
6339,0.0
6340,32.5
6341,0.0
6342,68.0
6343,9.0
6344,0.3
6345,0.5
6346,13.5
6347,
6348,0.0
6349,
6350,1.0
6351,4.0
6352,0.0
6353,0.0
6354,
6355,0.0
6356,14.3
6357,0.0
6358,
6359,0.4
6360,19.8
6361,2.3
6362,0.0
6363,2.2
6364,2.0
6365,0.0
6366,1.2
6367,0.3
6368,
6369,
6370,0.0
6371,0.0
6372,0.4
6373,0.4
6374,3.5
6375,0.0
6376,38.7
6377,5.5
6378,0.0
6379,0.0
6380,6.5
